area_type,availability,location,size,society,total_sqft,bath,balcony,price,total_sqft_clean,bhk,location_clean,price_per_sqft,sqft_per_bhk,location_encoded,bath_per_bhk,area_type_encoded,latitude,longitude,location_label
Built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,SNpalaj,1140,2.0,2.0,65.0,1140.0,2.0,6Th Phase Jp Nagar,5701.754385964912,570.0,6Th Phase Jp Nagar,1.0,2,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,SGncy R,2040,3.0,2.0,200.0,2040.0,3.0,6Th Phase Jp Nagar,9803.921568627451,680.0,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,,1213,2.0,1.0,63.0,1213.0,2.0,6Th Phase Jp Nagar,5193.734542456719,606.5,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,,1350,2.0,2.0,58.0,1350.0,3.0,6Th Phase Jp Nagar,4296.2962962962965,450.0,6Th Phase Jp Nagar,0.6666666666666666,1,12.9064,77.5857,2
Built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,,1216,2.0,2.0,60.0,1216.0,2.0,6Th Phase Jp Nagar,4934.210526315789,608.0,6Th Phase Jp Nagar,1.0,2,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,JClyner,1460,2.0,2.0,80.0,1460.0,2.0,6Th Phase Jp Nagar,5479.45205479452,730.0,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,HMinebo,1810,3.0,3.0,131.0,1810.0,3.0,6Th Phase Jp Nagar,7237.5690607734805,603.3333333333334,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,3 BHK,NCierar,1515,2.0,2.0,135.0,1515.0,3.0,6Th Phase Jp Nagar,8910.89108910891,505.0,6Th Phase Jp Nagar,0.6666666666666666,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1192,2.0,3.0,75.0,1192.0,2.0,6Th Phase Jp Nagar,6291.946308724832,596.0,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,HMinebo,1280,2.0,1.0,88.0,1280.0,2.0,6Th Phase Jp Nagar,6875.0,640.0,6Th Phase Jp Nagar,1.0,1,12.9064,77.5857,2
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,72.0,1080.0,2.0,7Th Phase Jp Nagar,6666.666666666667,540.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,2.0,93.0,1270.0,2.0,7Th Phase Jp Nagar,7322.834645669292,635.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,1.0,100.0,1420.0,3.0,7Th Phase Jp Nagar,7042.2535211267605,473.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,2,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,1850.0,3.0,7Th Phase Jp Nagar,8108.108108108108,616.6666666666666,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Eladero,1245,2.0,1.0,94.0,1245.0,2.0,7Th Phase Jp Nagar,7550.2008032128515,622.5,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,1.0,82.0,1175.0,2.0,7Th Phase Jp Nagar,6978.723404255319,587.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,1400.0,3.0,7Th Phase Jp Nagar,6785.714285714285,466.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,2225,3.0,1.0,160.0,2225.0,3.0,7Th Phase Jp Nagar,7191.011235955056,741.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,71.0,1050.0,2.0,7Th Phase Jp Nagar,6761.9047619047615,525.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,0.0,46.0,1100.0,2.0,7Th Phase Jp Nagar,4181.818181818182,550.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,918,2.0,1.0,50.49,918.0,2.0,7Th Phase Jp Nagar,5500.0,459.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brsiaen,1450,2.0,1.0,100.0,1450.0,3.0,7Th Phase Jp Nagar,6896.551724137931,483.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070,2.0,1.0,42.79,1070.0,2.0,7Th Phase Jp Nagar,3999.0654205607475,535.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Vasta C,1190,2.0,1.0,49.98,1190.0,2.0,7Th Phase Jp Nagar,4200.0,595.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1420,2.0,2.0,96.0,1420.0,3.0,7Th Phase Jp Nagar,6760.56338028169,473.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,120.0,1680.0,3.0,7Th Phase Jp Nagar,7142.857142857143,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0,1050.0,2.0,7Th Phase Jp Nagar,4000.0,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,2.0,69.0,980.0,2.0,7Th Phase Jp Nagar,7040.816326530612,490.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,41.39,1035.0,2.0,7Th Phase Jp Nagar,3999.0338164251207,517.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1370,2.0,1.0,56.17,1370.0,2.0,7Th Phase Jp Nagar,4100.0,685.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1180,2.0,2.0,72.0,1180.0,2.0,7Th Phase Jp Nagar,6101.6949152542375,590.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,6 BHK,BriumMi,5080,7.0,2.0,450.0,5080.0,6.0,7Th Phase Jp Nagar,8858.267716535433,846.6666666666666,7Th Phase Jp Nagar,1.1666666666666667,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,1300.0,3.0,7Th Phase Jp Nagar,4000.0,433.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,LencyRe,1050,2.0,1.0,57.0,1050.0,3.0,7Th Phase Jp Nagar,5428.571428571428,350.0,7Th Phase Jp Nagar,0.6666666666666666,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1343,2.0,2.0,56.41,1343.0,3.0,7Th Phase Jp Nagar,4200.297840655249,447.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1405,2.0,2.0,59.01,1405.0,3.0,7Th Phase Jp Nagar,4200.0,468.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1400,3.0,1.0,115.0,1400.0,3.0,7Th Phase Jp Nagar,8214.285714285714,466.6666666666667,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1075,2.0,1.0,42.99,1075.0,2.0,7Th Phase Jp Nagar,3999.0697674418607,537.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,2.0,44.0,1100.0,2.0,7Th Phase Jp Nagar,4000.0,550.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,1.0,83.0,1270.0,2.0,7Th Phase Jp Nagar,6535.433070866142,635.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,,3300,4.0,0.0,150.0,3300.0,4.0,7Th Phase Jp Nagar,4545.454545454545,825.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2503,4.0,0.0,188.0,2503.0,4.0,7Th Phase Jp Nagar,7510.986815821015,625.75,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2200,3.0,2.0,190.0,2200.0,3.0,7Th Phase Jp Nagar,8636.363636363636,733.3333333333334,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,JDensar,1250,3.0,2.0,65.0,1250.0,3.0,7Th Phase Jp Nagar,5200.0,416.6666666666667,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0,1050.0,2.0,7Th Phase Jp Nagar,4000.0,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1385,2.0,2.0,58.17,1385.0,3.0,7Th Phase Jp Nagar,4200.0,461.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,110.0,1575.0,3.0,7Th Phase Jp Nagar,6984.126984126984,525.0,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,140.0,1850.0,3.0,7Th Phase Jp Nagar,7567.5675675675675,616.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2.0,2.0,54.79,1370.0,3.0,7Th Phase Jp Nagar,3999.2700729927005,456.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1370,2.0,1.0,54.79,1370.0,3.0,7Th Phase Jp Nagar,3999.2700729927005,456.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,1300.0,3.0,7Th Phase Jp Nagar,4000.0,433.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1575,2.0,2.0,120.0,1575.0,3.0,7Th Phase Jp Nagar,7619.047619047619,525.0,7Th Phase Jp Nagar,0.6666666666666666,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,150.0,1850.0,3.0,7Th Phase Jp Nagar,8108.108108108108,616.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,120.0,1680.0,3.0,7Th Phase Jp Nagar,7142.857142857143,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1175,2.0,2.0,82.5,1175.0,2.0,7Th Phase Jp Nagar,7021.276595744681,587.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,3300,4.0,3.0,160.0,3300.0,3.0,7Th Phase Jp Nagar,4848.484848484848,1100.0,7Th Phase Jp Nagar,1.3333333333333333,2,12.8954,77.5915,3
Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,2200,4.0,2.0,105.0,2200.0,3.0,7Th Phase Jp Nagar,4772.727272727273,733.3333333333334,7Th Phase Jp Nagar,1.3333333333333333,3,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1215,2.0,2.0,90.0,1215.0,2.0,7Th Phase Jp Nagar,7407.407407407408,607.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,75.0,1050.0,2.0,7Th Phase Jp Nagar,7142.857142857143,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Axdam V,1300,3.0,2.0,89.13,1300.0,3.0,7Th Phase Jp Nagar,6856.153846153846,433.3333333333333,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,73.0,1130.0,2.0,7Th Phase Jp Nagar,6460.1769911504425,565.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1450,3.0,2.0,100.0,1450.0,3.0,7Th Phase Jp Nagar,6896.551724137931,483.3333333333333,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1350,3.0,2.0,58.0,1350.0,3.0,7Th Phase Jp Nagar,4296.2962962962965,450.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Srayai ,1050,2.0,1.0,50.0,1050.0,2.0,7Th Phase Jp Nagar,4761.9047619047615,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1275,2.0,1.0,87.0,1275.0,2.0,7Th Phase Jp Nagar,6823.529411764706,637.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Kaiew L,1460,3.0,1.0,70.0,1460.0,3.0,7Th Phase Jp Nagar,4794.520547945205,486.6666666666667,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1650,3.0,2.0,110.0,1650.0,3.0,7Th Phase Jp Nagar,6666.666666666667,550.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Prhna S,850,2.0,2.0,42.0,850.0,2.0,7Th Phase Jp Nagar,4941.176470588235,425.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,117.0,1680.0,3.0,7Th Phase Jp Nagar,6964.285714285715,560.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,1.0,150.0,1850.0,3.0,7Th Phase Jp Nagar,8108.108108108108,616.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1236,2.0,2.0,61.33,1236.0,2.0,7Th Phase Jp Nagar,4961.974110032363,618.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1000,2.0,2.0,53.0,1000.0,2.0,7Th Phase Jp Nagar,5300.0,500.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,125.0,1680.0,3.0,7Th Phase Jp Nagar,7440.476190476191,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1675,2.0,2.0,135.0,1675.0,3.0,7Th Phase Jp Nagar,8059.701492537313,558.3333333333334,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,,1187,2.0,1.0,59.0,1187.0,2.0,7Th Phase Jp Nagar,4970.513900589722,593.5,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brngsal,1850,3.0,2.0,155.0,1850.0,3.0,7Th Phase Jp Nagar,8378.378378378378,616.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1000,2.0,1.0,61.0,1000.0,2.0,7Th Phase Jp Nagar,6100.0,500.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460,2.0,2.0,100.0,1460.0,3.0,7Th Phase Jp Nagar,6849.315068493151,486.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1650,3.0,3.0,110.0,1650.0,3.0,7Th Phase Jp Nagar,6666.666666666667,550.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Hiestre,1200,2.0,2.0,62.5,1200.0,2.0,7Th Phase Jp Nagar,5208.333333333333,600.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Axdam V,1000,2.0,1.0,70.65,1000.0,2.0,7Th Phase Jp Nagar,7065.000000000001,500.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,18-Aug,7th Phase JP Nagar,2 BHK,,1070,2.0,2.0,42.0,1070.0,2.0,7Th Phase Jp Nagar,3925.233644859813,535.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,2.0,75.0,1080.0,2.0,7Th Phase Jp Nagar,6944.444444444444,540.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Kaiew L,1415,3.0,1.0,65.0,1415.0,3.0,7Th Phase Jp Nagar,4593.639575971732,471.6666666666667,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,3.0,125.0,1680.0,3.0,7Th Phase Jp Nagar,7440.476190476191,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1040,2.0,1.0,41.59,1040.0,2.0,7Th Phase Jp Nagar,3999.038461538462,520.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1100,2.0,1.0,44.0,1100.0,2.0,7Th Phase Jp Nagar,4000.0,550.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1460,2.0,1.0,97.0,1460.0,3.0,7Th Phase Jp Nagar,6643.835616438356,486.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1120,2.0,2.0,65.0,1120.0,2.0,7Th Phase Jp Nagar,5803.571428571428,560.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Panorse,1100,3.0,1.0,60.0,1100.0,2.0,7Th Phase Jp Nagar,5454.545454545455,550.0,7Th Phase Jp Nagar,1.5,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1790,3.0,3.0,120.0,1790.0,3.0,7Th Phase Jp Nagar,6703.91061452514,596.6666666666666,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,117.0,1680.0,3.0,7Th Phase Jp Nagar,6964.285714285715,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.0,1050.0,2.0,7Th Phase Jp Nagar,7333.333333333333,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Shncyes,1174,2.0,1.0,47.0,1174.0,2.0,7Th Phase Jp Nagar,4003.4071550255535,587.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,75.0,1050.0,2.0,7Th Phase Jp Nagar,7142.857142857143,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1040,2.0,1.0,75.0,1040.0,2.0,7Th Phase Jp Nagar,7211.538461538462,520.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Brnia G,1400,2.0,1.0,95.0,1400.0,3.0,7Th Phase Jp Nagar,6785.714285714285,466.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,1800,3.0,2.0,130.0,1800.0,3.0,7Th Phase Jp Nagar,7222.222222222223,600.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,0.0,68.0,1050.0,2.0,7Th Phase Jp Nagar,6476.190476190476,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1400,2.0,2.0,57.0,1400.0,3.0,7Th Phase Jp Nagar,4071.4285714285716,466.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,AiIIIpl,1000,2.0,2.0,60.0,1000.0,2.0,7Th Phase Jp Nagar,6000.0,500.0,7Th Phase Jp Nagar,1.0,2,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,125.0,1680.0,3.0,7Th Phase Jp Nagar,7440.476190476191,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,86.0,980.0,2.0,7Th Phase Jp Nagar,8775.510204081633,490.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,SrncyRe,1370,2.0,2.0,54.79,1370.0,3.0,7Th Phase Jp Nagar,3999.2700729927005,456.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1050,2.0,1.0,77.47,1050.0,2.0,7Th Phase Jp Nagar,7378.0952380952385,525.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,BriumMi,1270,2.0,1.0,80.0,1270.0,2.0,7Th Phase Jp Nagar,6299.212598425197,635.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1463,2.0,1.0,61.45,1463.0,3.0,7Th Phase Jp Nagar,4200.273410799727,487.6666666666667,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,2.0,122.0,1680.0,3.0,7Th Phase Jp Nagar,7261.9047619047615,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,SrncyRe,1070,2.0,1.0,42.79,1070.0,2.0,7Th Phase Jp Nagar,3999.0654205607475,535.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,85.0,1130.0,2.0,7Th Phase Jp Nagar,7522.123893805309,565.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,3.0,130.0,1680.0,3.0,7Th Phase Jp Nagar,7738.0952380952385,560.0,7Th Phase Jp Nagar,1.0,1,12.8954,77.5915,3
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,1300.0,3.0,7Th Phase Jp Nagar,4000.0,433.3333333333333,7Th Phase Jp Nagar,0.6666666666666666,1,12.8954,77.5915,3
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2980,4.0,2.0,260.0,2980.0,3.0,7Th Phase Jp Nagar,8724.832214765102,993.3333333333334,7Th Phase Jp Nagar,1.3333333333333333,2,12.8954,77.5915,3
